## FlyBase Gene Groups report
## Generated: Mon Mar 27 06:43:04 2023
## Using chado datasource: dbi:Pg:dbname=fb_2023_02_reporting;host=flysql25;port=5432

## Where groups are arranged into hierarchies, note that:
## i) the member genes are only associated with the terminal subgroups
## ii) the immediate parent of any subgroup is identified in the 'Parent_FB_group_id' and 'Parent_FB_group_symbol' columns

## FB_group_id	FB_group_symbol	FB_group_name	Parent_FB_group_id	Parent_FB_group_symbol	Group_member_FB_gene_id	Group_member_FB_gene_symbol
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0037634	hng2
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0037206	CG12768
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0030952	CG12609
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0037207	Mes2
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0031391	CG11723
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0003598	Su(var)3-7
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0035721	CG9948
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0043457	CG5180
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0035824	CG8281
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0030673	CG15601
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0034945	CG10904
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0034217	Lhr
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0053017	CG33017
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0034961	CG3163
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0015602	BEAF-32
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0266441	CG45071
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0029957	CG12155
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0050403	CG30403
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0038316	CG6276
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0039733	CG11504
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0036423	CG3919
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0033616	CG7745
FBgg0000757	MADF-BESS-TR	MADF-BESS DOMAIN TRANSCRIPTION REGULATORS	FBgg0000754	MADF-BESS	FBgn0001206	Hmr
FBgg0000877	INTO-U	UNCLASSIFIED INTRAMOLECULAR OXIDOREDUCTASES	FBgg0000804	INTO	FBgn0010226	GstS1
FBgg0000877	INTO-U	UNCLASSIFIED INTRAMOLECULAR OXIDOREDUCTASES	FBgg0000804	INTO	FBgn0037728	p23
FBgg0000877	INTO-U	UNCLASSIFIED INTRAMOLECULAR OXIDOREDUCTASES	FBgg0000804	INTO	FBgn0004465	Su(P)
FBgg0000298	DRAF	dRING-ASSOCIATED FACTORS	FBgg0000300	CHR-MOD-C	FBgn0037659	Kdm2
FBgg0000298	DRAF	dRING-ASSOCIATED FACTORS	FBgg0000300	CHR-MOD-C	FBgn0003330	Sce
FBgg0000298	DRAF	dRING-ASSOCIATED FACTORS	FBgg0000300	CHR-MOD-C	FBgn0005624	Psc
FBgg0000298	DRAF	dRING-ASSOCIATED FACTORS	FBgg0000309	PCG-C	FBgn0037659	Kdm2
FBgg0000298	DRAF	dRING-ASSOCIATED FACTORS	FBgg0000309	PCG-C	FBgn0003330	Sce
FBgg0000298	DRAF	dRING-ASSOCIATED FACTORS	FBgg0000309	PCG-C	FBgn0005624	Psc
FBgg0001532	METAP	METHIONYL AMINOPEPTIDASES	FBgg0001427	M24P	FBgn0283478	und
FBgg0001532	METAP	METHIONYL AMINOPEPTIDASES	FBgg0001427	M24P	FBgn0032247	CG5188
FBgg0001532	METAP	METHIONYL AMINOPEPTIDASES	FBgg0001427	M24P	FBgn0039219	CG13630
FBgg0000963	M13	M13 METALLOENDOPEPTIDASES				
FBgg0000375	NR0	NUCLEAR RECEPTOR SUBFAMILY 0 (LIGAND-INDEPENDENT) TRANSCRIPTION FACTORS	FBgg0000730	ZNC4	FBgn0001323	knrl
FBgg0000375	NR0	NUCLEAR RECEPTOR SUBFAMILY 0 (LIGAND-INDEPENDENT) TRANSCRIPTION FACTORS	FBgg0000730	ZNC4	FBgn0000560	eg
FBgg0000375	NR0	NUCLEAR RECEPTOR SUBFAMILY 0 (LIGAND-INDEPENDENT) TRANSCRIPTION FACTORS	FBgg0000730	ZNC4	FBgn0001320	kni
FBgg0001628	NACTT	N-ACETYLTRANSFERASES	FBgg0001169	ACTT		
FBgg0001508	QC	GLUTAMINYL CYCLASES	FBgg0001208	AAGT	FBgn0052413	CG32413
FBgg0001508	QC	GLUTAMINYL CYCLASES	FBgg0001208	AAGT	FBgn0036154	CG6168
FBgg0001508	QC	GLUTAMINYL CYCLASES	FBgg0001208	AAGT	FBgn0052412	QC
FBgg0001508	QC	GLUTAMINYL CYCLASES	FBgg0001208	AAGT	FBgn0036999	isoQC
FBgg0001508	QC	GLUTAMINYL CYCLASES	FBgg0001525	M28	FBgn0052413	CG32413
FBgg0001508	QC	GLUTAMINYL CYCLASES	FBgg0001525	M28	FBgn0036154	CG6168
FBgg0001508	QC	GLUTAMINYL CYCLASES	FBgg0001525	M28	FBgn0052412	QC
FBgg0001508	QC	GLUTAMINYL CYCLASES	FBgg0001525	M28	FBgn0036999	isoQC
FBgg0001788	NACB	NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX BETA SUBUNITS	FBgg0001786	NACS	FBgn0030538	betaNACtes1
FBgg0001788	NACB	NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX BETA SUBUNITS	FBgg0001786	NACS	FBgn0031264	uncNacbeta
FBgg0001788	NACB	NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX BETA SUBUNITS	FBgg0001786	NACS	FBgn0000181	bic
FBgg0001788	NACB	NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX BETA SUBUNITS	FBgg0001786	NACS	FBgn0052601	betaNACtes3
FBgg0001788	NACB	NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX BETA SUBUNITS	FBgg0001786	NACS	FBgn0052598	betaNACtes6
FBgg0001788	NACB	NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX BETA SUBUNITS	FBgg0001786	NACS	FBgn0030563	betaNACtes2
FBgg0001788	NACB	NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX BETA SUBUNITS	FBgg0001786	NACS	FBgn0030566	betaNACtes4
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0026376	Rgl
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0001965	Sos
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0259228	C3G
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0034158	RalGPS
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0037188	CG7369
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0034230	CG4853
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0085422	CG34393
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0265778	PDZ-GEF
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0085421	Epac
FBgg0000342	RASGEF	RAS GUANINE NUCLEOTIDE EXCHANGE FACTORS	FBgg0000341	RAS-SF-GEF	FBgn0031762	CG9098
FBgg0001548	TPNI	TROPONIN I ISOFORMS	FBgg0001546	TPN-C	FBgn0283471	wupA
FBgg0001652	PRP	PROTEIN ARGININE PHOSPHATASES	FBgg0000264	PPASE	FBgn0051469	Argp
FBgg0001216	DNAPOLG	DNA POLYMERASE GAMMA	FBgg0001200	DNAPOL	FBgn0004406	PolG1
FBgg0001216	DNAPOLG	DNA POLYMERASE GAMMA	FBgg0001200	DNAPOL	FBgn0004407	PolG2
FBgg0001755	URM1	URM1 PROTEINS	FBgg0001751	UBL	FBgn0053276	Urm1
FBgg0000332	RANGAP	RAN GTPASE ACTIVATING PROTEINS	FBgg0000333	RAS-SF-GAP	FBgn0003346	RanGAP
FBgg0001357	ETH	HYDROLASES ACTING ON ETHER BONDS	FBgg0001302	HYD		
FBgg0001506	S60-NPH	S60 NON-PEPTIDASE HOMOLOGS	FBgg0001484	S-NPH	FBgn0036299	Tsf2
FBgg0001506	S60-NPH	S60 NON-PEPTIDASE HOMOLOGS	FBgg0001484	S-NPH	FBgn0034094	Tsf3
FBgg0001506	S60-NPH	S60 NON-PEPTIDASE HOMOLOGS	FBgg0001484	S-NPH	FBgn0022355	Tsf1
FBgg0001310	CS	CHONDROITIN SYNTHASES	FBgg0001291	GALNACT	FBgn0263005	Chpf
FBgg0001310	CS	CHONDROITIN SYNTHASES	FBgg0001291	GALNACT	FBgn0030662	Chsy
FBgg0001310	CS	CHONDROITIN SYNTHASES	FBgg0001291	GALNACT	FBgn0033500	Csgalnact
FBgg0001595	MSATPASE	MICROTUBULE SEVERING ATPASES	FBgg0001731	PCISO	FBgn0040208	Kat60
FBgg0001595	MSATPASE	MICROTUBULE SEVERING ATPASES	FBgg0001731	PCISO	FBgn0039141	spas
FBgg0001595	MSATPASE	MICROTUBULE SEVERING ATPASES	FBgg0001731	PCISO	FBgn0031519	Fign
FBgg0001595	MSATPASE	MICROTUBULE SEVERING ATPASES	FBgg0001731	PCISO	FBgn0037375	kat-60L1
FBgg0001595	MSATPASE	MICROTUBULE SEVERING ATPASES	FBgg0001731	PCISO	FBgn0288967	CG10793
FBgg0001258	DPTF	DIPHOSPHOSPHOTRANSFERASES	FBgg0001268	PCGTF	FBgn0037942	CG14721
FBgg0001258	DPTF	DIPHOSPHOSPHOTRANSFERASES	FBgg0001268	PCGTF	FBgn0039790	CG2246
FBgg0001258	DPTF	DIPHOSPHOSPHOTRANSFERASES	FBgg0001268	PCGTF	FBgn0036030	Prps
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0038805	TFAM
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0278608	Dsp1
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0026582	Hmg-2
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0038979	tHMG2
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0038978	tHMG1
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0039938	Sox102F
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0029123	SoxN
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0085432	pan
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0035238	CG12104
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0030093	Bap111
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0042630	Sox21b
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0005612	Sox14
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0005613	Sox15
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0262582	cic
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0024251	bbx
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0000411	D
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0010278	Ssrp
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0029936	CG4617
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0024288	Sox100B
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0263667	Lpt
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0010228	HmgZ
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0036411	Sox21a
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0039227	polybromo
FBgg0000748	HMGBTF	HIGH MOBILITY GROUP BOX TRANSCRIPTION FACTORS	FBgg0000745	TFS	FBgn0004362	HmgD
FBgg0001712	BCKDH	BRANCHED-CHAIN KETO ACID DEHYDROGENASES	FBgg0000984	OXRAOD	FBgn0039993	CG17691
FBgg0001712	BCKDH	BRANCHED-CHAIN KETO ACID DEHYDROGENASES	FBgg0000984	OXRAOD	FBgn0037709	CG8199
FBgg0001608	ADPRASE	ADP-RIBOSE DIPHOSPHATASES	FBgg0001573	AAH	FBgn0030668	CG8128
FBgg0001608	ADPRASE	ADP-RIBOSE DIPHOSPHATASES	FBgg0001573	AAH	FBgn0036648	CG4098
FBgg0001608	ADPRASE	ADP-RIBOSE DIPHOSPHATASES	FBgg0001573	AAH	FBgn0027500	spd-2
FBgg0001432	S9P	S9 SERINE PEPTIDASES	FBgg0001401	SPEPT		
FBgg0001432	S9P	S9 SERINE PEPTIDASES	FBgg0001528	S9		
FBgg0001156	RNAMT	RNA METHYLTRANSFERASES	FBgg0001159	METH		
FBgg0000136	AP3	ADAPTOR PROTEIN COMPLEX 3	FBgg0000151	AP	FBgn0003008	or
FBgg0000136	AP3	ADAPTOR PROTEIN COMPLEX 3	FBgg0000151	AP	FBgn0000330	cm
FBgg0000136	AP3	ADAPTOR PROTEIN COMPLEX 3	FBgg0000151	AP	FBgn0003210	rb
FBgg0000136	AP3	ADAPTOR PROTEIN COMPLEX 3	FBgg0000151	AP	FBgn0001087	g
FBgg0000139	UCH-DUB	UCH DEUBIQUITINASES	FBgg0001395	CYS-DUB	FBgn0262166	caly
FBgg0000139	UCH-DUB	UCH DEUBIQUITINASES	FBgg0001395	CYS-DUB	FBgn0010288	Uch
FBgg0000139	UCH-DUB	UCH DEUBIQUITINASES	FBgg0001395	CYS-DUB	FBgn0030370	Uch-L5R
FBgg0000139	UCH-DUB	UCH DEUBIQUITINASES	FBgg0001395	CYS-DUB	FBgn0011327	Uch-L5
FBgg0001273	SR-C	CANONICAL SERINE AND ARGININE RICH SPLICING FACTORS	FBgg0001272	SR	FBgn0004587	B52
FBgg0001273	SR-C	CANONICAL SERINE AND ARGININE RICH SPLICING FACTORS	FBgg0001272	SR	FBgn0265298	SC35
FBgg0001273	SR-C	CANONICAL SERINE AND ARGININE RICH SPLICING FACTORS	FBgg0001272	SR	FBgn0260944	Rbp1
FBgg0001273	SR-C	CANONICAL SERINE AND ARGININE RICH SPLICING FACTORS	FBgg0001272	SR	FBgn0283477	SF2
FBgg0001273	SR-C	CANONICAL SERINE AND ARGININE RICH SPLICING FACTORS	FBgg0001272	SR	FBgn0024285	Srp54
FBgg0001273	SR-C	CANONICAL SERINE AND ARGININE RICH SPLICING FACTORS	FBgg0001272	SR	FBgn0030479	Rbp1-like
FBgg0001273	SR-C	CANONICAL SERINE AND ARGININE RICH SPLICING FACTORS	FBgg0001272	SR	FBgn0028554	x16
FBgg0001273	SR-C	CANONICAL SERINE AND ARGININE RICH SPLICING FACTORS	FBgg0001272	SR	FBgn0011305	Rsf1
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0038306	Art3
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0038188	Art9
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0038189	Art6
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0034817	Art7
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0032329	Art8
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0037834	Art1
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0015925	csul
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0031592	Art2
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0052152	CG32152
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0037880	CG17726
FBgg0000288	PRMT	PROTEIN ARGININE N-METHYLTRANSFERASES	FBgg0000277	P-METH	FBgn0037770	Art4
FBgg0001448	M-DNED	METALLO-TYPE DENEDDYLASES	FBgg0001430	MULP	FBgn0027053	CSN5
FBgg0001448	M-DNED	METALLO-TYPE DENEDDYLASES	FBgg0001780	DNED	FBgn0027053	CSN5
FBgg0000213	HP1	HETEROCHROMATIN PROTEIN 1 FAMILY			FBgn0003607	Su(var)205
FBgg0000213	HP1	HETEROCHROMATIN PROTEIN 1 FAMILY			FBgn0039019	HP1c
FBgg0000213	HP1	HETEROCHROMATIN PROTEIN 1 FAMILY			FBgn0030082	HP1b
FBgg0000213	HP1	HETEROCHROMATIN PROTEIN 1 FAMILY			FBgn0037675	HP1e
FBgg0000213	HP1	HETEROCHROMATIN PROTEIN 1 FAMILY			FBgn0004400	rhi
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0001401	SPEPT	FBgn0033672	rho-7
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0001401	SPEPT	FBgn0003295	ru
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0001401	SPEPT	FBgn0032415	rho-6
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0001401	SPEPT	FBgn0004635	rho
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0001401	SPEPT	FBgn0030318	rho-4
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0001401	SPEPT	FBgn0020248	stet
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0000955	RHOM-L	FBgn0033672	rho-7
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0000955	RHOM-L	FBgn0003295	ru
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0000955	RHOM-L	FBgn0032415	rho-6
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0000955	RHOM-L	FBgn0004635	rho
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0000955	RHOM-L	FBgn0030318	rho-4
FBgg0000957	RHOM	RHOMBOID PROTEASES	FBgg0000955	RHOM-L	FBgn0020248	stet
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0025814	Mgstl
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0010226	GstS1
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0010044	GstD8
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0063494	GstE6
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0001149	GstD1
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0010038	GstD2
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0038029	GstD11
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0050005	GstT2
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0050000	GstT1
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0053178	CG33178
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0031117	GstT3
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0030484	GstT4
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0063493	GstE7
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0030529	Clic
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0063499	GstE10
FBgg0001034	GPX	GLUTATHIONE PEROXIDASES	FBgg0001040	PX	FBgn0053177	CG33177
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0015808	ScpX
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0035265	PIG-Wb
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0026619	Taz
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0032668	CG17681
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0031034	CG14205
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0032669	CG15155
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0038873	CG5892
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0283681	Tcs3
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0030148	CG3106
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0035557	CG11353
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0030859	CG12990
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0265178	Lipt1
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0052645	CG32645
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0031422	PIG-Wa
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0031060	Tcs4
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0038366	CG4576
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0259229	CG42329
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0033110	CG9447
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0260006	drd
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0040918	schlank
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0031184	CG14615
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0032670	CG5783
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0020392	Nmt
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0031974	CG12560
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0032715	CG17597
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0025352	Mtpbeta
FBgg0001207	NAAAT-U	UNCLASSIFIED NON-AMINOACYL ACYLTRANSFERASES	FBgg0001162	NAAAT	FBgn0037612	CG8112
